28/06/2022 11.12.55 PC01 00   (EDITMAG) - (Mag:3) Salva editor
28/06/2022 11.13.04 PC01 00   (EDITMAG) - (Mag:2) Salva editor
28/06/2022 11.13.06 PC01 00   (EDITMAG) - (Mag:3) Salva editor
28/06/2022 11.13.10 PC01 00   (EDITMAG) - (Mag:4) Salva editor
28/06/2022 11.13.14 PC01 00   (EDITMAG) - (Mag:5) Salva editor
28/06/2022 11.13.20 PC01 00   (EDITMAG) - (Mag:6) Salva editor
28/06/2022 11.13.28 PC01 00   (EDITMAG) - (Mag:7) Salva editor
28/06/2022 11.13.43 PC01 00   (EDITMAG) - (Mag:8) Salva editor
28/06/2022 11.13.47 PC01 00   (EDITMAG) - (Mag:9) Salva editor
28/06/2022 11.13.52 PC01 00   (EDITMAG) - (Mag:10) Salva editor
28/06/2022 11.13.55 PC01 00   (EDITMAG) - (Mag:11) Salva editor
28/06/2022 11.14.01 PC01 00   (EDITMAG) - (Mag:12) Salva editor
28/06/2022 11.14.07 PC01 00   (EDITMAG) - (Mag:13) Salva editor
28/06/2022 11.14.12 PC01 00   (EDITMAG) - (Mag:14) Salva editor
28/06/2022 11.14.17 PC01 00   (EDITMAG) - (Mag:15) Salva editor
28/06/2022 11.14.23 PC01 00   (EDITMAG) - (Mag:16) Salva editor
28/06/2022 11.14.27 PC01 00   (EDITMAG) - (Mag:17) Salva editor
28/06/2022 11.14.48 PC01 00   (EDITMAG) - (Mag:18) Salva editor
28/06/2022 11.14.53 PC01 00   (EDITMAG) - (Mag:19) Salva editor
28/06/2022 11.14.57 PC01 00   (EDITMAG) - (Mag:20) Salva editor
28/06/2022 11.15.02 PC01 00   (EDITMAG) - (Mag:21) Salva editor
28/06/2022 11.15.20 PC01 00   (EDITMAG) - (Mag:22) Salva editor
28/06/2022 11.15.25 PC01 00   (EDITMAG) - (Mag:23) Salva editor
28/06/2022 11.15.29 PC01 00   (EDITMAG) - (Mag:24) Salva editor
28/06/2022 11.15.33 PC01 00   (EDITMAG) - (Mag:25) Salva editor
28/06/2022 11.15.38 PC01 00   (EDITMAG) - (Mag:26) Salva editor
28/06/2022 11.15.39 PC01 00   (EDITMAG) - (Mag:26) Salva editor
28/06/2022 11.15.44 PC01 00   (EDITMAG) - (Mag:27) Salva editor
28/06/2022 11.15.50 PC01 00   (EDITMAG) - (Mag:28) Salva editor
